person_id,first_name,last_name,birthdate,school,height,position,team_id,team_name,team_city,team_abbreviation,draft_year,draft_round
76544,Greg,Deane,1957-12-06 00:00:00,Utah,6-4,Guard,1610612762,Jazz,Utah,UTA,1979,4
203473,Dewayne,Dedmon,1989-08-12 00:00:00,Southern California,6-10,Center,1610612755,76ers,Philadelphia,PHI,Undrafted,Undrafted
76546,Archie,Dees,1936-02-22 00:00:00,Indiana,6-8,Forward,1610612765,Pistons,Detroit,DET,1958,1
143,Terry,Dehere,1971-09-12 00:00:00,Seton Hall,6-4,Guard,1610612746,Clippers,Los Angeles,LAC,1993,1
1627098,Malcolm,Delaney,1989-03-11 00:00:00,Virginia Tech,6-3,Guard,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
183,Bison,Dele,1969-04-06 00:00:00,Arizona,6-11,Center-Forward,1610612743,Nuggets,Denver,DEN,1991,1
2568,Carlos,Delfino,1982-08-29 00:00:00,Fortitudo Bologna,6-6,Guard-Forward,1610612765,Pistons,Detroit,DET,2003,1
960,Tony,Delk,1974-01-28 00:00:00,Kentucky,6-2,Guard,1610612756,Suns,Phoenix,PHX,1996,1
203521,Matthew,Dellavedova,1990-09-08 00:00:00,St. Mary's,6-3,Guard,1610612758,Kings,Sacramento,SAC,Undrafted,Undrafted
76553,Larry,Demic,1957-06-27 00:00:00,Arizona,6-9,Forward,1610612752,Knicks,New York,NYK,1979,1
76555,George,Dempsey,1929-07-19 00:00:00,King's,6-3,Guard,1610612744,Warriors,Philadelphia,PHW,1951,7
2736,Luol,Deng,1985-04-16 00:00:00,Duke,6-9,Forward,1610612741,Bulls,Chicago,CHI,2004,1
76556,Kenny,Dennard,1958-10-18 00:00:00,Duke,6-8,Forward,1610612758,Kings,Kansas City,KCK,1981,4
76558,Randy,Denton,1949-02-18 00:00:00,Duke,6-10,Center,1610612737,Hawks,Atlanta,ATL,1971,4
76559,Rod,Derline,1952-03-11 00:00:00,Seattle,6-0,Guard,1610612760,SuperSonics,Seattle,SEA,1974,10
1629094,Marcus,Derrickson,1996-02-01 00:00:00,Georgetown,6-7,Forward,1610612744,Warriors,Golden State,GSW,Undrafted,Undrafted
76560,Dave,Deutsch,1945-05-13 00:00:00,Rochester,6-1,Guard,1610612752,Knicks,New York,NYK,1966,12
76561,Walter,Devlin,1931-12-21 00:00:00,George Washington,6-5,Guard,1610612765,Pistons,Ft. Wayne Zollner,FTW,1955,2
76568,Ernie,DiGregorio,1951-01-15 00:00:00,Providence,6-0,Guard,1610612746,Braves,Buffalo,BUF,1973,1
1628978,Donte,DiVincenzo,1997-01-31 00:00:00,Villanova,6-4,Guard,1610612744,Warriors,Golden State,GSW,2018,1
1631217,Moussa,Diabate,2002-01-21 00:00:00,Michigan,6-10,Forward,1610612746,Clippers,LA,LAC,2022,2
1629603,Mamadi,Diakite,1997-01-21 00:00:00,Virginia,6-9,Forward,1610612739,Cavaliers,Cleveland,CLE,Undrafted,Undrafted
1628977,Hamidou,Diallo,1998-07-31 00:00:00,Kentucky,6-5,Guard,1610612765,Pistons,Detroit,DET,2018,2
2564,Boris,Diaw,1982-04-16 00:00:00,Pau Orthez,6-8,Center-Forward,1610612759,Spurs,San Antonio,SAS,2003,1
200821,Yakhouba,Diawara,1982-08-29 00:00:00,Pepperdine,6-7,Forward-Guard,1610612743,Nuggets,Denver,DEN,Undrafted,Undrafted
2424,Dan,Dickau,1978-09-16 00:00:00,Gonzaga,6-0,Guard,1610612737,Hawks,Atlanta,ATL,2002,1
76563,Henry,Dickerson,1951-11-27 00:00:00,University of Charleston,6-4,Guard,1610612765,Pistons,Detroit,DET,Undrafted,Undrafted
1722,Michael,Dickerson,1975-06-25 00:00:00,Arizona,6-5,Guard,1610612763,Grizzlies,Memphis,MEM,1998,1
76564,Derrek,Dickey,1951-03-20 00:00:00,Cincinnati,6-7,Forward,1610612744,Warriors,Golden State,GOS,1973,2
76565,Dick,Dickey,1926-10-26 00:00:00,North Carolina State,6-1,Guard,1610612738,Celtics,Boston,BOS,1950,3
101143,Travis,Diener,1982-03-01 00:00:00,Marquette,6-1,Guard,1610612754,Pacers,Indiana,IND,2005,2
203476,Gorgui,Dieng,1990-01-18 00:00:00,Louisville,6-10,Center,1610612759,Spurs,San Antonio,SAS,2013,1
76569,Mickey,Dillard,1958-10-15 00:00:00,Florida State,6-3,Guard,1610612739,Cavaliers,Cleveland,CLE,1981,3
76574,Byron,Dinkins,1967-06-15 00:00:00,North Carolina-Charlotte,6-1,Guard,1610612745,Rockets,Houston,HOU,Undrafted,Undrafted
76575,Jackie,Dinkins,1950-01-22 00:00:00,Voorhees,6-5,Forward,1610612741,Bulls,Chicago,CHI,1971,9
76576,Bill,Dinwiddie,1943-07-15 00:00:00,New Mexico Highlands,6-7,Forward,1610612758,Royals,Cincinnati,CIN,Undrafted,Undrafted
203915,Spencer,Dinwiddie,1993-04-06 00:00:00,Colorado,6-5,Guard,1610612751,Nets,Brooklyn,BKN,2014,2
76577,Terry,Dischinger,1940-11-21 00:00:00,Purdue,6-7,Forward,1610612765,Pistons,Detroit,DET,1962,2
124,Vlade,Divac,1968-02-03 00:00:00,Partizan,7-1,Center,1610612747,Lakers,Los Angeles,LAL,1989,1
1720,Michael,Doleac,1977-06-15 00:00:00,Utah,6-11,Center,1610612753,Magic,Orlando,ORL,1998,1
76583,James,Donaldson,1957-08-16 00:00:00,Washington State,7-2,Center,1610612742,Mavericks,Dallas,DAL,1979,4
1629029,Luka,Doncic,1999-02-28 00:00:00,Real Madrid,6-7,Forward-Guard,1610612742,Mavericks,Dallas,DAL,2018,1
76584,Bob,Donham,1926-10-11 00:00:00,Ohio State,6-2,Guard,1610612738,Celtics,Boston,BOS,1950,3
76585,Harry,Donovan,1926-09-10 00:00:00,Muhlenberg,6-2,Guard,1610612752,Knicks,New York,NYK,1949,2
2039,Keyon,Dooling,1980-05-08 00:00:00,Missouri,6-3,Guard,1610612746,Clippers,Los Angeles,LAC,2000,1
76587,Jacky,Dorsey,1954-12-18 00:00:00,Georgia,6-7,Forward,1610612760,SuperSonics,Seattle,SEA,1976,2
1629652,Luguentz,Dort,1999-04-19 00:00:00,Arizona State,6-4,Guard,1610612760,Thunder,Oklahoma City,OKC,Undrafted,Undrafted
1630245,Ayo,Dosunmu,2000-01-17 00:00:00,Illinois,6-5,Guard,1610612741,Bulls,Chicago,CHI,2021,2
200763,Quincy,Douby,1984-05-16 00:00:00,Rutgers,6-3,Guard,1610612758,Kings,Sacramento,SAC,2006,1
76588,Bruce,Douglas,1964-04-09 00:00:00,Illinois,6-3,Guard,1610612758,Kings,Sacramento,SAC,1986,3
76589,John,Douglas,1956-06-12 00:00:00,Kansas,6-2,Guard,1610612746,Clippers,San Diego,SDC,1978,6
76592,Lloyd,Dove,1945-08-16 00:00:00,St. John's (NY),6-8,Forward,1610612765,Pistons,Detroit,DET,1967,1
202220,Zabian,Dowdell,1984-09-10 00:00:00,Virginia Tech,6-3,Guard,1610612756,Suns,Phoenix,PHX,Undrafted,Undrafted
76594,Steve,Downing,1950-09-09 00:00:00,Indiana,6-8,Center,1610612738,Celtics,Boston,BOS,1973,1
1630288,Jeff,Dowtin Jr.,1997-05-10 00:00:00,Rhode Island,6-3,Guard,1610612761,Raptors,Toronto,TOR,Undrafted,Undrafted
76595,Danny,Doyle,1940-02-06 00:00:00,Belmont Abbey,6-8,Forward,1610612765,Pistons,Detroit,DET,1961,5
1628408,PJ,Dozier,1996-10-25 00:00:00,South Carolina,6-6,Guard-Forward,1610612758,Kings,Sacramento,SAC,Undrafted,Undrafted
76596,Terry,Dozier,1966-06-29 00:00:00,South Carolina,6-9,Forward,1610612766,Hornets,Charlotte,CHH,Undrafted,Undrafted
201609,Goran,Dragic,1986-05-06 00:00:00,Union Olimpija,6-4,Guard,1610612749,Bucks,Milwaukee,MIL,2008,2
1068,Greg,Dreiling,1963-11-07 00:00:00,Kansas,7-1,Center,1610612754,Pacers,Indiana,IND,1986,2
76598,John,Drew,1954-09-30 00:00:00,Gardner-Webb,6-6,Forward,1610612737,Hawks,Atlanta,ATL,1974,2
76599,Larry,Drew,1958-04-02 00:00:00,Missouri,6-1,Guard,1610612758,Kings,Sacramento,SAC,1980,1
203580,Larry,Drew II,1990-03-05 00:00:00,UCLA,6-2,Guard,1610612755,76ers,Philadelphia,PHI,Undrafted,Undrafted
17,Clyde,Drexler,1962-06-22 00:00:00,Houston,6-7,Guard,1610612757,Trail Blazers,Portland,POR,1983,1
76603,Terry,Driscoll,1947-08-28 00:00:00,Boston College,6-7,Forward,1610612749,Bucks,Milwaukee,MIL,1969,1
1542,Predrag,Drobnjak,1975-10-27 00:00:00,Efes Pilsen,6-11,Center,1610612760,SuperSonics,Seattle,SEA,1997,2
76604,Ralph,Drollinger,1954-04-20 00:00:00,UCLA,7-2,Center,1610612742,Mavericks,Dallas,DAL,1978,5
203083,Andre,Drummond,1993-08-10 00:00:00,Connecticut,6-11,Center,1610612741,Bulls,Chicago,CHI,2012,1
76623,Dennis,DuVal,1952-03-31 00:00:00,Syracuse,6-3,Guard,1610612764,Bullets,Washington,WAS,1974,2
1630537,Chris,Duarte,1997-06-13 00:00:00,Oregon,6-5,Guard,1610612754,Pacers,Indiana,IND,2021,1
76605,Dick,Duckett,1933-03-25 00:00:00,St. John's (NY),6-1,Guard,1610612758,Royals,Cincinnati,CIN,1957,2
404,Kevin,Duckworth,1964-04-01 00:00:00,Eastern Illinois,7-0,Center,1610612757,Trail Blazers,Portland,POR,1986,2
76607,Charles,Dudley,1950-03-05 00:00:00,Washington,6-2,Guard,1610612744,Warriors,Golden State,GOS,1972,5
201162,Jared,Dudley,1985-07-10 00:00:00,Boston College,6-6,Forward,1610612756,Suns,Phoenix,PHX,2007,1
76608,Terry,Duerod,1956-07-29 00:00:00,Detroit,6-2,Guard,1610612765,Pistons,Detroit,DET,1979,3
76610,Bob,Duffy,1940-09-26 00:00:00,Colgate,6-3,Guard,1610612765,Pistons,Detroit,DET,1962,2
2768,Chris,Duhon,1982-08-31 00:00:00,Duke,6-1,Guard,1610612741,Bulls,Chicago,CHI,2004,2
1626251,Duje,Dukan,1991-12-04 00:00:00,Wisconsin,6-9,Forward,1610612758,Kings,Sacramento,SAC,Undrafted,Undrafted
1630561,David,Duke Jr.,1999-10-13 00:00:00,Providence,6-4,Guard,1610612751,Nets,Brooklyn,BKN,Undrafted,Undrafted
1495,Tim,Duncan,1976-04-25 00:00:00,Wake Forest,6-11,Center-Forward,1610612759,Spurs,San Antonio,SAS,1997,1
2399,Mike,Dunleavy,1980-09-15 00:00:00,Duke,6-9,Guard-Forward,1610612744,Warriors,Golden State,GSW,2002,1
76616,Mike,Dunleavy,1954-03-21 00:00:00,South Carolina,6-3,Guard,1610612745,Rockets,Houston,HOU,1976,6
1627739,Kris,Dunn,1994-03-18 00:00:00,Providence,6-3,Guard,1610612762,Jazz,Utah,UTA,2016,1
201142,Kevin,Durant,1988-09-29 00:00:00,Texas,6-10,Forward,1610612756,Suns,Phoenix,PHX,2007,1
1631105,Jalen,Duren,2003-11-18 00:00:00,Memphis,6-11,Center,1610612765,Pistons,Detroit,DET,2022,1
76619,John,Duren,1958-10-30 00:00:00,Georgetown,6-3,Guard,1610612762,Jazz,Utah,UTA,1980,1
1090,Pat,Durham,1967-03-10 00:00:00,Colorado State,6-7,Forward,1610612750,Timberwolves,Minnesota,MIN,1989,2
76621,Devin,Durrant,1960-10-20 00:00:00,Brigham Young,6-7,Forward,1610612754,Pacers,Indiana,IND,1984,2
76622,Ken,Durrett,1948-12-08 00:00:00,La Salle,6-7,Forward,1610612758,Kings,Kansas City-Omaha,KCK,1971,1
1628979,Trevon,Duval,1998-08-03 00:00:00,Duke,6-2,Guard,1610612749,Bucks,Milwaukee,MIL,Undrafted,Undrafted
76625,Craig,Dykema,1959-06-11 00:00:00,Long Beach State,6-8,Forward,1610612756,Suns,Phoenix,PHX,1981,3
289,Ledell,Eackles,1966-11-24 00:00:00,New Orleans,6-5,Guard,1610612764,Wizards,Washington,WAS,1988,2
76628,Jim,Eakins,1946-05-24 00:00:00,Brigham Young,6-11,Center,1610612758,Kings,Kansas City,KCK,1968,5
768,Acie,Earl,1970-06-23 00:00:00,Iowa,6-11,Forward-Center,1610612738,Celtics,Boston,BOS,1993,1
76630,Ed,Earle,1927-04-28 00:00:00,Loyola-Chicago,6-3,Forward,1610612755,Nationals,Syracuse,PHI,Undrafted,Undrafted
203921,Cleanthony,Early,1991-04-17 00:00:00,Wichita State,6-8,Forward,1610612752,Knicks,New York,NYK,2014,2
1631106,Tari,Eason,2001-05-10 00:00:00,Louisiana State,6-8,Forward,1610612745,Rockets,Houston,HOU,2022,1
76632,Jerry,Eaves,1959-02-08 00:00:00,Louisville,6-4,Guard,1610612762,Jazz,Utah,UTA,1982,3
202365,Devin,Ebanks,1989-10-28 00:00:00,West Virginia,6-9,Forward,1610612747,Lakers,Los Angeles,LAL,2010,2
76633,Bill,Ebben,1935-10-07 00:00:00,Detroit,6-4,Guard,1610612765,Pistons,Detroit,DET,1957,3
76634,Al,Eberhard,1952-05-10 00:00:00,Missouri,6-6,Forward,1610612765,Pistons,Detroit,DET,1974,1
2569,Ndudi,Ebi,1984-06-18 00:00:00,Westbury Christian HS (TX),6-9,Forward,1610612750,Timberwolves,Minnesota,MIN,2003,1
76635,Patrick,Eddie,1967-12-27 00:00:00,Mississippi,6-11,Center,1610612752,Knicks,New York,NYK,Undrafted,Undrafted
76636,Thomas,Eddleman,1922-12-27 00:00:00,Illinois,6-2,Forward,1610612765,Pistons,Ft. Wayne Zollner,FTW,1949,3
76637,Kent,Edelin,1962-05-24 00:00:00,Virginia,6-8,Forward,1610612754,Pacers,Indiana,IND,1984,7
721,Tyus,Edney,1973-02-14 00:00:00,UCLA,5-10,Guard,1610612758,Kings,Sacramento,SAC,1995,2
1630162,Anthony,Edwards,2001-08-05 00:00:00,Georgia,6-4,Guard,1610612750,Timberwolves,Minnesota,MIN,2020,1
76646,Bill,Edwards,1971-09-22 00:00:00,Wright State,6-8,Forward,1610612755,76ers,Philadelphia,PHI,Undrafted,Undrafted
1629035,Carsen,Edwards,1998-03-12 00:00:00,Purdue,5-11,Guard,1610612765,Pistons,Detroit,DET,2019,2
346,Doug,Edwards,1971-01-21 00:00:00,Florida State,6-7,Forward,1610612737,Hawks,Atlanta,ATL,1993,1
76641,Franklin,Edwards,1959-02-02 00:00:00,Cleveland State,6-1,Guard,1610612755,76ers,Philadelphia,PHI,1981,1
76643,Jay,Edwards,1969-01-03 00:00:00,Indiana,6-4,Forward,1610612746,Clippers,Los Angeles,LAC,1989,2
2823,John,Edwards,1981-07-31 00:00:00,Kent State,7-0,Center,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
236,Kevin,Edwards,1965-10-30 00:00:00,DePaul,6-3,Guard,1610612748,Heat,Miami,MIA,1988,1
1629053,Vincent,Edwards,1996-04-05 00:00:00,Purdue,6-8,Forward,1610612745,Rockets,Houston,HOU,2018,2
76649,Eddie,Ehlers,1923-03-10 00:00:00,Purdue,6-3,Guard,1610612738,Celtics,Boston,BOS,1947,1
76651,Dick,Eichhorst,1933-10-21 00:00:00,Southeast Missouri,6-3,Guard,1610612737,Hawks,St. Louis,STL,Undrafted,Undrafted
458,Howard,Eisley,1972-12-04 00:00:00,Boston College,6-2,Guard,1610612762,Jazz,Utah,UTA,1994,2
2064,Khalid,El-Amin,1979-04-25 00:00:00,Connecticut,5-10,Guard,1610612741,Bulls,Chicago,CHI,2000,2
76653,Don,Eliason,1918-07-24 00:00:00,Hamline,6-2,Forward,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
53,Mario,Elie,1963-11-26 00:00:00,American International,6-5,Guard-Forward,1610612745,Rockets,Houston,HOU,1985,7
1629604,CJ,Elleby,2000-06-16 00:00:00,Washington State,6-6,Forward-Guard,1610612757,Trail Blazers,Portland,POR,2020,2
76655,Ray,Ellefson,1922-11-18 00:00:00,West Texas A&M,6-8,Center,1610612752,Knicks,New York,NYK,Undrafted,Undrafted
201961,Wayne,Ellington,1987-11-29 00:00:00,North Carolina,6-4,Guard,1610612747,Lakers,Los Angeles,LAL,2009,1
251,Sean,Elliott,1968-02-02 00:00:00,Arizona,6-8,Forward,1610612759,Spurs,San Antonio,SAS,1989,1
76658,Alexander,Ellis,1936-02-11 00:00:00,Niagara,6-5,Forward,1610612747,Lakers,Minneapolis,MNL,1958,3
1677,Harold,Ellis,1970-10-07 00:00:00,Morehouse,6-5,Forward-Guard,1610612746,Clippers,Los Angeles,LAC,Undrafted,Undrafted
76661,Joe,Ellis,1944-05-03 00:00:00,San Francisco,6-6,Forward,1610612744,Warriors,Golden State,GOS,1966,2
1631165,Keon,Ellis,2000-01-08 00:00:00,Alabama,6-3,Guard,1610612758,Kings,Sacramento,SAC,Undrafted,Undrafted
111,LaPhonso,Ellis,1970-05-05 00:00:00,Notre Dame,6-8,Forward,1610612743,Nuggets,Denver,DEN,1992,1
1034,LeRon,Ellis,1969-04-28 00:00:00,Syracuse,6-9,Center,1610612766,Hornets,Charlotte,CHH,1991,1
76663,Leroy,Ellis,1940-03-10 00:00:00,St. John's (NY),6-11,Forward,1610612747,Lakers,Los Angeles,LAL,1962,1
101145,Monta,Ellis,1985-10-26 00:00:00,No College,6-3,Guard,1610612744,Warriors,Golden State,GSW,2005,2
600010,Len,Elmore,1952-03-28 00:00:00,Maryland,6-10,Center,1610612751,Nets,New Jersey,NJN,1974,1
76667,Darrell,Elston,1952-08-15 00:00:00,North Carolina,6-3,Guard,1610612754,Pacers,Indiana,IND,1974,3
2408,Melvin,Ely,1978-05-02 00:00:00,Fresno State,6-10,Center-Forward,1610612766,Bobcats,Charlotte,CHA,2002,1
203954,Joel,Embiid,1994-03-16 00:00:00,Kansas,7-0,Center-Forward,1610612755,76ers,Philadelphia,PHI,2014,1
76668,Wayne,Embry,1937-03-26 00:00:00,Miami (Ohio),6-8,Center,1610612758,Royals,Cincinnati,CIN,1958,3
76670,Chris,Engler,1959-03-01 00:00:00,Wyoming,6-11,Center,1610612744,Warriors,Golden State,GOS,1982,3
76671,Wayne,Englestad,1963-12-06 00:00:00,California-Irvine,6-8,Forward,1610612743,Nuggets,Denver,DEN,Undrafted,Undrafted
76672,A.J.,English,1967-07-11 00:00:00,Virginia Union,6-3,Guard,1610612764,Bullets,Washington,WAS,1990,2
76673,Alex,English,1954-01-05 00:00:00,South Carolina,6-8,Forward,1610612743,Nuggets,Denver,DEN,1976,2
76674,Claude,English,1946-12-26 00:00:00,Rhode Island,6-4,Guard,1610612757,Trail Blazers,Portland,POR,1970,7
76676,Jojo,English,1970-02-04 00:00:00,South Carolina,6-4,Guard,1610612741,Bulls,Chicago,CHI,Undrafted,Undrafted
203119,Kim,English,1988-09-24 00:00:00,Missouri,6-6,Guard,1610612765,Pistons,Detroit,DET,2012,2
76675,Scott,English,1950-10-20 00:00:00,Texas-El Paso,6-6,Forward,1610612756,Suns,Phoenix,PHX,1972,3
76677,Gene,Englund,1917-10-21 00:00:00,Wisconsin,6-4,Forward,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
203898,Tyler,Ennis,1994-08-24 00:00:00,Syracuse,6-3,Guard,1610612747,Lakers,Los Angeles,LAL,2014,1
201623,Semih,Erden,1986-07-28 00:00:00,Fenerbahce,7-0,Center,1610612738,Celtics,Boston,BOS,2008,2
76679,Bo,Erias,1932-07-30 00:00:00,Niagara,6-3,Forward,1610612747,Lakers,Minneapolis,MNL,1954,5
76680,Keith,Erickson,1944-04-19 00:00:00,UCLA,6-5,Forward,1610612747,Lakers,Los Angeles,LAL,1965,3
76681,Julius,Erving,1950-02-22 00:00:00,Massachusetts,6-7,Forward,1610612755,76ers,Philadelphia,PHI,1972,1
1915,Evan,Eschmeyer,1975-05-30 00:00:00,Northwestern,6-11,Center,1610612751,Nets,New Jersey,NJN,1999,2
76683,Vincenzo,Esposito,1969-03-01 00:00:00,Fortitudo Bologna,6-3,Guard,1610612761,Raptors,Toronto,TOR,Undrafted,Undrafted
1629234,Drew,Eubanks,1997-02-01 00:00:00,Oregon State,6-10,Forward-Center,1610612756,Suns,Phoenix,PHX,Undrafted,Undrafted
76685,Earl,Evans,1955-11-11 00:00:00,UNLV,6-8,Forward,1610612765,Pistons,Detroit,DET,1978,8
1628980,Jacob,Evans,1997-06-18 00:00:00,Cincinnati,6-4,Guard-Forward,1610612744,Warriors,Golden State,GSW,2018,1
202379,Jeremy,Evans,1987-10-24 00:00:00,Western Kentucky,6-9,Forward,1610612762,Jazz,Utah,UTA,2010,2
2230,Maurice,Evans,1978-11-08 00:00:00,Texas,6-5,Guard-Forward,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
2501,Reggie,Evans,1980-05-18 00:00:00,Iowa,6-8,Center-Forward,1610612760,SuperSonics,Seattle,SEA,Undrafted,Undrafted
101137,Daniel,Ewing,1983-03-26 00:00:00,Duke,6-3,Guard,1610612746,Clippers,Los Angeles,LAC,2005,2
201607,Patrick,Ewing,1984-05-20 00:00:00,Georgetown,6-8,Forward,1610612740,Hornets,New Orleans,NOH,2008,2
203957,Dante,Exum,1995-07-13 00:00:00,Australian Institute of Sport,6-5,Guard,1610612762,Jazz,Utah,UTA,2014,1
201963,Christian,Eyenga,1989-06-22 00:00:00,DKV Joventut,6-7,Forward,1610612739,Cavaliers,Cleveland,CLE,2009,1
203105,Festus,Ezeli,1989-10-21 00:00:00,Vanderbilt,6-11,Center,1610612744,Warriors,Golden State,GSW,2012,1
76691,John,Fairchild,1943-04-28 00:00:00,Brigham Young,6-7,Forward,1610612747,Lakers,Los Angeles,LAL,1965,2
76692,Phil,Farbman,1924-04-03 00:00:00,City College of New York,6-1,Forward,1610612744,Warriors,Philadelphia,PHW,Undrafted,Undrafted
76693,Dick,Farley,1932-04-13 00:00:00,Indiana,6-4,Guard,1610612755,Nationals,Syracuse,PHI,1954,2
76695,Jim,Farmer,1964-09-23 00:00:00,Alabama,6-4,Forward,1610612760,SuperSonics,Seattle,SEA,1987,1
76694,Mike,Farmer,1936-09-26 00:00:00,San Francisco,6-7,Forward,1610612737,Hawks,St. Louis,STL,1958,1
1108,Tony,Farmer,1970-01-03 00:00:00,Nebraska,6-9,Forward,1610612744,Warriors,Golden State,GSW,Undrafted,Undrafted
203543,Vitor,Faverani,1988-05-05 00:00:00,Valencia,6-11,Center,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
202324,Derrick,Favors,1991-07-15 00:00:00,Georgia Tech,6-9,Forward,1610612760,Thunder,Oklahoma City,OKC,2010,1
201174,Nick,Fazekas,1985-06-17 00:00:00,Nevada-Reno,6-11,Forward,1610612746,Clippers,Los Angeles,LAC,2007,2
76697,Dave,Fedor,1940-12-10 00:00:00,Florida State,6-6,Forward,1610612744,Warriors,San Francisco,SFW,1962,3
76699,Butch,Feher,1954-05-19 00:00:00,Vanderbilt,6-4,Guard,1610612756,Suns,Phoenix,PHX,1976,2
994,Jamie,Feick,1974-07-03 00:00:00,Michigan State,6-8,Forward,1610612751,Nets,New Jersey,NJN,1996,2
76703,Dave,Feitl,1962-06-08 00:00:00,Texas-El Paso,6-11,Center,1610612745,Rockets,Houston,HOU,1986,2
1627770,Kay,Felder,1995-03-29 00:00:00,Oakland,5-9,Guard,1610612739,Cavaliers,Cleveland,CLE,2016,2
1626245,Cristiano,Felicio,1992-07-07 00:00:00,Flamengo,6-11,Forward-Center,1610612741,Bulls,Chicago,CHI,Undrafted,Undrafted
203467,Carrick,Felix,1990-08-17 00:00:00,Arizona State,6-6,Guard-Forward,1610612739,Cavaliers,Cleveland,CLE,2013,2
101230,Noel,Felix,1981-10-04 00:00:00,Fresno State,6-9,Forward,1610612760,SuperSonics,Seattle,SEA,Undrafted,Undrafted
76704,Ray,Felix,1930-12-10 00:00:00,Long Island-Brooklyn,6-11,Center,1610612752,Knicks,New York,NYK,1953,1
101109,Raymond,Felton,1984-06-26 00:00:00,North Carolina,6-1,Guard,1610612766,Bobcats,Charlotte,CHA,2005,1
76705,Jake,Fendley,1929-06-12 00:00:00,Northwestern,6-0,Guard,1610612765,Pistons,Ft. Wayne Zollner,FTW,1951,3
76706,Bill,Fenley,1922-02-08 00:00:00,Manhattan,6-3,Forward,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
2724,Desmond,Ferguson,1977-07-22 00:00:00,Detroit,6-7,Forward,1610612757,Trail Blazers,Portland,POR,Undrafted,Undrafted
1628981,Bruno,Fernando,1998-08-15 00:00:00,Maryland,6-10,Forward-Center,1610612737,Hawks,Atlanta,ATL,2019,2
76707,Eric,Fernsten,1953-11-01 00:00:00,San Francisco,6-10,Center,1610612738,Celtics,Boston,BOS,1975,4
76708,Al,Ferrari,1933-07-06 00:00:00,Michigan State,6-4,Guard,1610612737,Hawks,St. Louis,STL,1955,3
76709,Rolando,Ferreira,1964-05-24 00:00:00,Houston,7-1,Forward,1610612757,Trail Blazers,Portland,POR,1988,2
273,Duane,Ferrell,1965-02-28 00:00:00,Georgia Tech,6-7,Forward,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
1627812,Yogi,Ferrell,1993-05-09 00:00:00,Indiana,6-0,Guard,1610612758,Kings,Sacramento,SAC,Undrafted,Undrafted
198,Danny,Ferry,1966-10-17 00:00:00,Duke,6-10,Forward,1610612739,Cavaliers,Cleveland,CLE,1989,1
201178,Kyrylo,Fesenko,1986-12-24 00:00:00,Cherkaski,7-1,Center,1610612762,Jazz,Utah,UTA,2007,2
76713,Kenny,Fields,1962-02-09 00:00:00,UCLA,6-5,Forward,1610612749,Bucks,Milwaukee,MIL,1984,1
202361,Landry,Fields,1988-06-27 00:00:00,Stanford,6-7,Guard-Forward,1610612752,Knicks,New York,NYK,2010,2
76714,Ron,Filipek,1944-02-05 00:00:00,Tennessee Tech,6-5,Forward,1610612755,76ers,Philadelphia,PHI,1967,9
76715,Greg,Fillmore,1947-03-07 00:00:00,Cheyney,7-1,Center,1610612752,Knicks,New York,NYK,1970,8
76716,Hank,Finkel,1942-04-20 00:00:00,Dayton,7-0,Center,1610612738,Celtics,Boston,BOS,1966,2
714,Michael,Finley,1973-03-06 00:00:00,Wisconsin,6-7,Guard-Forward,1610612742,Mavericks,Dallas,DAL,1995,1
76717,Danny,Finn,1928-05-27 00:00:00,St. John's (NY),6-1,Guard,1610612744,Warriors,Philadelphia,PHW,Undrafted,Undrafted
965,Derek,Fisher,1974-08-09 00:00:00,Arkansas-Little Rock,6-1,Guard,1610612747,Lakers,Los Angeles,LAL,1996,1
76721,Jerry,Fleishman,1922-02-14 00:00:00,New York University,6-2,Guard,1610612744,Warriors,Philadelphia,PHW,Undrafted,Undrafted
76722,Al,Fleming,1954-04-05 00:00:00,Arizona,6-7,Forward,1610612760,SuperSonics,Seattle,SEA,1976,2
76723,Ed,Fleming,1933-07-25 00:00:00,Niagara,6-3,Guard,1610612747,Lakers,Minneapolis,MNL,1955,3
2784,Luis,Flores,1981-04-11 00:00:00,Manhattan,6-2,Guard,1610612744,Warriors,Golden State,GSW,2004,2
76725,Bruce,Flowers,1957-06-13 00:00:00,Notre Dame,6-8,Forward,1610612739,Cavaliers,Cleveland,CLE,1979,2
76726,Sleepy,Floyd,1960-03-06 00:00:00,Georgetown,6-3,Guard,1610612745,Rockets,Houston,HOU,1982,1
201938,Jonny,Flynn,1989-02-06 00:00:00,Syracuse,6-0,Guard,1610612750,Timberwolves,Minnesota,MIN,2009,1
76728,Larry,Fogle,1953-03-19 00:00:00,Canisius,6-5,Guard,1610612752,Knicks,New York,NYK,1975,2
76729,Jack,Foley,1939-04-19 00:00:00,Holy Cross,6-3,Forward,1610612752,Knicks,New York,NYK,1962,2
